datetime,open,high,low,close,volume
2021-04-16,2271.332943021383,2279.655415531207,2243.8368355386315,2261.21728515625,1225517
2021-04-19,2243.8371154683555,2261.953296457031,2219.9734008847304,2240.75634765625,1746316
2021-04-20,2258.5509509972294,2258.5509509972294,2192.155483415311,2204.7080078125,1589508
2021-04-22,2197.8570678890533,2197.8570678890533,2144.519950760365,2160.52099609375,1721265
2021-04-23,2151.87651070442,2161.0725641689687,2115.0922968462246,2122.21923828125,1949756
2021-04-26,2137.163006082599,2179.280979418333,2125.2081355666464,2170.866455078125,1946867
2021-04-27,2173.027508790129,2194.59221000734,2163.785429836172,2188.52294921875,1668456
2021-04-28,2188.660847789982,2248.435198675003,2176.062298736824,2213.076416015625,1951215
2021-04-29,2237.399878923453,2252.067539762248,2192.4770665184005,2214.0419921875,3151150
2021-04-30,2216.249294676049,2246.504226362458,2142.9107547381172,2164.521484375,4010778
2021-05-03,2154.6357957199957,2220.847395076308,2151.8769790801493,2214.41015625,1692239
2021-05-04,2215.513323922793,2223.7897726690276,2181.487923521606,2214.087890625,1453111
2021-05-05,2238.3196201737965,2238.3196201737965,2178.2233154226633,2202.133056640625,1256857
2021-05-06,2207.0524973849374,2222.272008467419,2185.9476027812916,2197.8564453125,1377740
2021-05-07,2215.145819762062,2229.1237787526165,2204.432280754524,2217.352783203125,1169518
2021-05-10,2228.204100928455,2250.228607498083,2221.7668625023307,2237.30810546875,988495
2021-05-11,2230.0430038534396,2230.9626092158533,2201.7651389592156,2208.984130859375,1019077
2021-05-12,2196.937190146235,2196.937190146235,2138.1284726755243,2141.71484375,2053932
2021-05-14,2141.6691413282538,2190.868035168969,2139.002375205663,2185.764404296875,1388970
2021-05-17,2193.2589498536954,2202.455004150776,2176.2462494040965,2185.21240234375,811243
2021-05-18,2208.9841462013105,2214.731679756315,2176.659882780149,2183.373046875,1153722
2021-05-19,2170.2684755403116,2188.660581265229,2155.554790960377,2170.03857421875,1323590
2021-05-20,2170.268952026727,2172.1081630030208,2151.8768422637886,2155.693115234375,856235
2021-05-21,2151.876911991348,2175.9245064803845,2151.876911991348,2172.338134765625,771492
2021-05-24,2165.670530689643,2170.2225321254314,2138.3122723932447,2148.703857421875,1194864
2021-05-25,2165.6707084061845,2179.2809131747836,2150.0374166682204,2155.60107421875,1098457
2021-05-26,2166.360285912111,2179.64853821058,2156.7044298144447,2164.7509765625,811095
2021-05-27,2163.831466038069,2163.831466038069,2136.1512542066143,2139.369873046875,3755182
2021-05-28,2145.7613893774524,2161.072729763968,2132.8869135405607,2135.0478515625,1215325
2021-05-31,2138.082259024533,2156.4743644785076,2133.622083646742,2151.92236328125,1178704
2021-06-01,2158.3137370016575,2173.0274224690743,2143.232299202765,2168.705322265625,1141451
2021-06-02,2166.590587006664,2182.821534493742,2161.072953932793,2169.16552734375,1113091
2021-06-03,2178.545544403893,2180.430780680939,2156.475011239818,2173.2578125,868532
2021-06-04,2179.46489000303,2179.46489000303,2146.313069030966,2153.761962890625,1283795
2021-06-07,2164.751310013293,2164.751310013293,2143.6003838746756,2151.233154296875,1128300
2021-06-08,2151.2331818643643,2172.108181722592,2147.4166843478283,2169.349365234375,1106664
2021-06-09,2172.1079644557776,2181.2579933238453,2157.0265256339503,2166.59033203125,1072858
2021-06-10,2173.947410829609,2207.007183786271,2165.900862671928,2187.5576171875,1944339
2021-06-11,2189.5806171635654,2196.523683342776,2170.268902354479,2176.246337890625,1128097
2021-06-14,2184.489921379292,2199.9586331566993,2164.2976488217178,2190.23291015625,1761632
2021-06-15,2185.97197815304,2218.3910541002247,2185.97197815304,2215.56591796875,1215463
2021-06-16,2209.128594658817,2240.4825647487182,2207.87805405588,2230.33984375,2153668
2021-06-17,2221.169487641952,2247.0120280064757,2210.424790824717,2239.416748046875,1555777
2021-06-18,2241.5469877063406,2312.5910143619353,2227.6531014189045,2299.80859375,3937751
2021-06-21,2291.5191737565333,2342.509793977499,2285.081716782321,2328.940185546875,2506277
2021-06-22,2332.4135990761306,2347.0946730801456,2298.6512671835317,2306.6171875,1945883
2021-06-23,2311.0166958526506,2328.615620590607,2276.93031218532,2297.5859375,1035668
2021-06-24,2306.3855656280107,2320.094247952419,2291.6581337964762,2306.5244140625,759681
2021-06-25,2304.533110261853,2306.339270647295,2264.703960848163,2268.084716796875,1112942
2021-06-28,2269.427876252713,2283.2290486067304,2257.571712638936,2278.782958984375,694906
2021-06-29,2273.9664782307827,2313.3324966930263,2264.703885651431,2308.74755859375,1354397
2021-06-30,2308.747707768522,2320.2795910474197,2281.376699700517,2289.064697265625,1447245
2021-07-01,2300.8283082532535,2300.8283082532535,2281.3768612028034,2295.270751953125,735043
2021-07-02,2295.270509043941,2308.8864753107655,2271.1877676254007,2303.884765625,860231
2021-07-05,2314.7221964908736,2328.0602411416858,2301.80092333461,2314.7685546875,761700
2021-07-06,2306.385808344919,2313.749525035621,2286.9343617685163,2290.17626953125,461782
2021-07-07,2276.7451827564787,2307.126530666817,2265.491223589638,2298.651123046875,623145
2021-07-08,2280.635525798011,2287.628828503072,2258.636868169932,2267.06591796875,1114426
2021-07-09,2260.0728423339224,2282.766196693423,2258.6370950959154,2270.678466796875,538094
2021-07-12,2272.1142339239163,2278.5053331199697,2250.810268420349,2263.916748046875,543898
