datetime,open,high,low,close,volume
2021-04-16,456.57448339186584,459.4152111279493,449.61957762841945,452.2252197265625,21426480
2021-04-19,435.9056767288066,441.19531266988173,427.28553148363966,438.80517578125,34265070
2021-04-20,446.97475787322645,460.2968258062008,446.2106996333743,451.9362487792969,33945970
2021-04-22,445.70133316132876,461.766166443748,441.36677720847433,459.2878723144531,25635390
2021-04-23,452.6660263753332,466.2525957826938,451.62769156754683,457.2406005859375,27295250
2021-04-26,459.41520104051824,473.03112532711816,459.41520104051824,463.9750671386719,29039890
2021-04-27,464.9987611574631,478.9917981167241,464.95466765084063,476.5625,26449970
2021-04-28,481.45536010555435,520.1481103073232,481.45536010555435,517.297607421875,85764540
2021-04-29,524.0664792867605,541.2088407587573,522.1073522613893,537.27587890625,72584860
2021-04-30,524.0664035941993,541.1745041789126,521.8819964085112,534.0481567382812,41248880
2021-05-03,520.765175807687,546.5962519642652,518.3113652698778,543.7702026367188,40335910
2021-05-04,549.5350667248497,563.2440517079826,544.6372497308671,550.0983276367188,48383470
2021-05-05,556.685903935516,558.3511737797894,534.0971728755161,540.2439575195312,43786930
2021-05-06,545.4208038036593,550.5047394455315,536.1492711548323,541.5809326171875,22231110
2021-05-07,547.575921654404,549.8436132384563,534.6456732642171,538.1525268554688,18510330
2021-05-10,546.1065696032821,546.1065696032821,533.3722460071517,538.5149536132812,19973390
2021-05-11,530.0662439546535,534.6554960846059,527.9846717330713,531.3837280273438,16172480
2021-05-12,530.2475270220345,532.8825552843465,522.0485851364382,524.8893432617188,15393360
2021-05-14,529.4540074737397,529.4540074737397,515.9360447723966,522.1415405273438,15257620
2021-05-17,524.0663473638919,537.7802330893021,520.6427785318936,531.9126586914062,24115830
2021-05-18,538.8577001771149,558.8408136604593,538.8577001771149,557.2490234375,31478830
2021-05-19,555.8972838792772,560.5942732781933,548.0656798853868,551.6116943359375,22509060
2021-05-20,551.2982655705367,554.236955749258,543.1679013669691,547.4534912109375,14888270
2021-05-21,554.4328668538914,557.8613386453907,547.213489607387,551.6655883789062,18569660
2021-05-24,551.8860260909878,557.1756324116848,547.5759233516319,548.8395385742188,12150600
2021-05-25,552.4737626982544,554.315346690273,546.7923068833867,550.3823852539062,13155460
2021-05-26,552.4737152703012,567.6373364083898,547.1938545997629,565.3206787109375,29167460
2021-05-27,566.1827389993853,566.3982740356734,553.5512499046165,556.6074829101562,21525900
2021-05-28,560.7021497105823,563.2489907973248,547.7817052519104,549.6085815429688,15263750
2021-05-31,550.514598843727,554.8932182894104,544.6372187848972,551.2933349609375,17958110
2021-06-01,552.8656267924102,569.9099946937598,551.0435933640385,566.6578369140625,28534510
2021-06-02,563.885750473753,572.5548634995542,562.5192402645245,568.994140625,20131950
2021-06-03,572.0650167369633,579.4117421231401,566.2023442278673,578.08935546875,22303780
